date,GWL,ET,NDVI,T,P
-1.7293640603766265,-0.4362215351091334,0.5504163805459783,0.03699956046196643,0.1088026001067787,0.2082117776648784
-1.7130683422596107,-0.6317722222412033,-0.47388593821855757,-0.6567885004512882,0.8084135908114055,-0.6448155998838242
-1.6962294335386943,-0.6317722222412033,-0.5864161932969723,-0.7633957788368927,1.0602655837656894,-0.7893424814731406
-1.6799337154216782,-0.752827409513412,-0.8720699177267942,-0.8151860654974069,1.048320034692759,-0.8585541497019497
-1.663094806700762,-0.7062677221010119,-0.8114767034538016,-0.7506163574531293,1.279765047980787,-0.8305426382861603
-1.6462558979798456,-0.8831945342680899,-1.111568925227531,-0.8098052564937172,1.0604646762502383,-0.8472274176545163
-1.6299601798628296,-0.166175348117308,0.3484505412006267,-0.4513088566228837,-0.4095346834161283,1.2757145002380539
-1.6131212711419134,-1.5629659704889942,-0.006452570969758117,0.11468499045273808,-0.9550480910799524,1.4459906100669724
-1.5968255530248974,-1.255672033567238,0.30804352345400815,2.185287555185123,-1.874357638484225,2.014674363261081
-1.579986644303981,-1.190488471189846,0.8966633192487927,2.1741896366150124,-1.5677552122790104,-0.7278143345722549
-1.5631477355830645,-1.3115436584620546,1.3785351838414996,1.738344107316138,-1.1909726852703288,0.2762927442756575
-1.5473952080699493,-1.1625526587424377,1.38719135730907,1.16898725461321,-0.4822034402764553,0.6986336781015676
-1.530556299349033,-1.0834011901413947,0.7004798037797781,-0.004701709316629476,-0.04987411007864761,0.7430481171193742
-1.5142605812320171,-1.0042497215402986,0.3196081712066823,-0.44693694930738587,0.25742513982248866,0.16946075395398555
-1.4974216725111007,-1.1159929713300376,-0.6902902749078166,-0.5054532472225124,1.1757392248040175,-0.857776901891334
-1.4811259543940847,-1.1998004086723684,-0.8720699177267942,-0.6204680396763821,1.1120296297483883,-0.8199507463072224
-1.4642870456731685,-1.3581033458744547,-0.9846001728052088,-0.6988260707926149,1.044835916213154,-0.8574657040940104
-1.447448136952252,-1.4605346581817245,-1.0884742544160533,-0.7018527758571905,0.8850641973627096,-0.8574619296772373
-1.431152418835236,-1.2836078460146463,-0.22285690765901714,-0.746580750700362,0.23751589136760426,1.110250282132065
-1.4143135101143196,-1.0042497215402986,-0.29210629539958,0.10089666738078297,-0.8375835251961363,0.19319458084271043
-1.3980177919973038,-0.8925064717505594,0.3542328650769637,2.024199585637159,-1.7628658471368746,0.3958643639286545
-1.3811788832763874,-0.9111303467155512,0.30804352345400815,1.555060300627954,-1.350744404120774,-0.7440017397279634
