date,GWL,P,T,EV,NDVI
-1.7140916395983106,-2.1112895376510292,-0.8808869492749479,1.2540637076967855,-0.906370511542313,-0.9897912794440309
-1.6898419876296755,-1.4392466511918123,0.20982870902368303,0.5963070103211162,-0.4404913460530156,-0.978918247057224
-1.6663745824987384,-2.082691968014493,1.446370399377145,-0.2178401368195616,0.0811260806202064,-0.2804689824204875
-1.6421249305301033,-1.5107405752832348,1.3179423007167756,-1.0606641966983366,-0.6196756404719761,0.8566212992945437
-1.6186575253991664,-0.9387891825519767,0.4660186261444974,-1.6013679194032624,-0.04031308851733707,1.7301836118451195
-1.5944078734305314,-0.8815940432788631,1.5768945178197205,-1.8694810626609297,0.8615811933914309,1.9960006404594284
-1.5701582214618963,-0.36683778982071863,1.6600903606636723,-1.6722606590717906,1.4528893649740007,1.434894942813939
-1.548255310006355,-0.4383317139121411,0.8442412769033638,-0.8018257426905366,1.6201280397650306,1.3170083811464524
-1.52400565803772,-0.552721992458409,-0.5558144876041285,-0.3037642694102893,1.3155147392527977,0.1358537050217296
-1.5005382529067828,-0.7100086254594816,-0.7822346754330063,0.3468498511867462,0.4614029358557524,-0.8372826935975005
-1.4762886009381477,-0.7958013343691723,-0.606960630309921,1.000342323619947,0.05525186850610855,-0.9299896013165923
-1.4528211958072108,-1.0674782459165129,-0.8640769967354613,1.246068285929658,-0.7152405974954218,-0.9880744848566403
-1.4285715438385758,-1.1103746003713582,-0.8784421983580476,1.0488478823405194,-0.9720714194959318,-0.9425794282907898
-1.4043218918699407,-0.9101916129154403,0.598312198416723,0.7074966756959659,-0.4763282049368077,-0.673042678070468
-1.3808544867390036,-0.9673867521885539,-0.7004797430087862,0.4893815698887344,-0.7869143152630059,-0.03153376724885244
-1.3566048347703685,-0.8958928280971313,-0.4911144295187398,-0.12328094872033692,-0.7152405974954218,-0.16201015589053716
-1.3331374296394314,-0.7815025495509041,2.63672044312452,-1.368434631920955,-0.7271862171233524,0.7387347376270564
-1.3088877776707963,-0.6671122710046362,1.9027565037182699,-1.511819195611437,0.37580062560200106,1.8838367274165773
-1.2846381257021613,-0.45263049873040934,3.19841693660236,-1.5741834853950298,0.6704512793445397,1.76595016574909
-1.2627352142466202,0.03352818509115799,0.41771732446824933,-1.234111546233217,2.068088775812432,1.466941775111897
